time,ID,USD,USD,time,generation,color,is_fancy,is_exclusive,fancy_type,is_prestige,prestige_type,prestige_ranking,fancy_ranking,prestige_time_limit,enhanced_cattributes_eyes,enhanced_cattributes_pattern,enhanced_cattributes_body,enhanced_cattributes_mouth,enhanced_cattributes_colorprimary,enhanced_cattributes_colorsecondary,enhanced_cattributes_colortertiary,enhanced_cattributes_coloreyes,status_cooldown_index,status_is_ready,status_is_gestating,purrs_count,purrs_is_purred
strawberry,123278,5,5,strawberry,False,False,,False,,,,,ragamuffin,strawberry,crazy,totesbasic,happygokitty,aquamarine,swampgreen,peach,2,True,False,0,False,0,False
limegreen,409849,8,8,limegreen,False,False,,False,,,,,chartreux,limegreen,googly,gerbil,henna,mauveover,swampgreen,kittencream,4,True,False,2,False,0,False
sizzurp,409814,18,18,sizzurp,False,False,,False,,,,,sphynx,sizzurp,wingtips,gerbil,amur,orangesoda,chocolate,kittencream,9,True,False,0,False,0,False
topaz,408690,1,1,topaz,False,False,,False,,,,,sphynx,topaz,thicccbrowz,luckystripe,gerbil,cottoncandy,swampgreen,sandalwood,0,True,False,1,False,0,False
sizzurp,402285,5,5,sizzurp,False,False,,False,,,,,sizzurp,googly,gerbil,ragdoll,amur,cottoncandy,chocolate,emeraldgreen,2,True,False,2,False,0,False
mintgreen,402152,6,6,mintgreen,False,False,,False,,,,,chartreux,mintgreen,simple,totesbasic,soserious,mauveover,chocolate,granitegrey,3,True,False,1,False,0,False
chestnut,399215,1,1,chestnut,False,False,,False,,,,,chestnut,thicccbrowz,happygokitty,ragdoll,amur,cottoncandy,coffee,sandalwood,1,True,False,3,False,0,False
sizzurp,398984,11,11,sizzurp,False,False,,False,,,,,ragamuffin,sizzurp,otaku,whixtensions,henna,cottoncandy,barkbrown,emeraldgreen,6,True,False,0,False,0,False
chestnut,405999,5,5,chestnut,False,False,,False,,,,,cymric,chestnut,wingtips,totesbasic,beard,orangesoda,royalpurple,kittencream,2,True,False,4,False,0,False
sizzurp,405896,14,14,sizzurp,False,False,,False,,,,,laperm,sizzurp,totesbasic,dali,alien,cottoncandy,wolfgrey,bloodred,8,True,False,0,False,0,False
strawberry,397144,5,5,strawberry,False,False,,False,,,,,strawberry,simple,totesbasic,happygokitty,ragdoll,hintomint,scarlet,sandalwood,9,True,False,0,False,0,False
topaz,397017,3,3,topaz,False,False,,False,,,,,munchkin,topaz,simple,totesbasic,gerbil,mauveover,lemonade,emeraldgreen,1,True,False,1,False,0,False
sizzurp,394862,12,12,sizzurp,False,False,,False,,,,,munchkin,sizzurp,spock,happygokitty,alien,cottoncandy,swampgreen,belleblue,6,True,False,0,False,0,False
mintgreen,394756,2,2,mintgreen,False,False,,False,,,,,laperm,mintgreen,googly,totesbasic,gerbil,salmon,swampgreen,kittencream,1,True,False,0,False,0,False
strawberry,394049,12,12,strawberry,False,False,,False,,,,,strawberry,raisedbrow,luckystripe,pouty,ragdoll,cottoncandy,violet,granitegrey,6,True,False,1,False,0,False
topaz,390966,8,8,topaz,False,False,,False,,,,,munchkin,topaz,raisedbrow,totesbasic,whixtensions,aquamarine,chocolate,bloodred,4,True,False,1,False,0,False
topaz,390411,11,11,topaz,False,False,,False,,,,,topaz,otaku,luckystripe,pouty,ragdoll,cottoncandy,lemonade,belleblue,5,True,False,1,False,0,False
mintgreen,390207,2,2,mintgreen,False,False,,False,,,,,munchkin,mintgreen,googly,happygokitty,amur,greymatter,coffee,granitegrey,4,True,False,1,False,0,False
sizzurp,390068,11,11,sizzurp,False,False,,False,,,,,sizzurp,thicccbrowz,totesbasic,happygokitty,persian,mauveover,lemonade,kittencream,5,True,False,2,False,0,False
gold,388605,7,7,gold,False,False,,False,,,,,gold,simple,saycheese,ragdoll,henna,greymatter,coffee,sandalwood,5,True,False,0,False,0,False
gold,388361,2,2,gold,False,False,,False,,,,,gold,googly,luckystripe,saycheese,ragdoll,aquamarine,swampgreen,granitegrey,4,True,False,1,False,0,False
gold,388195,8,8,gold,False,False,,False,,,,,himalayan,gold,simple,spock,pouty,oldlace,royalpurple,kittencream,5,True,False,1,False,0,False
chestnut,389220,2,2,chestnut,False,False,,False,,,,,chestnut,crazy,totesbasic,saycheese,ragdoll,cottoncandy,royalpurple,granitegrey,2,True,False,1,False,0,False
limegreen,388873,4,4,limegreen,False,False,,False,,,,,sphynx,limegreen,googly,saycheese,amur,cottoncandy,cerulian,sandalwood,2,True,False,1,False,0,False
strawberry,418551,15,15,strawberry,False,False,,False,,,,,ragamuffin,strawberry,simple,calicool,happygokitty,cloudwhite,scarlet,peach,7,True,False,1,False,0,False
strawberry,407736,11,11,strawberry,False,False,,False,,,,,sphynx,strawberry,googly,whixtensions,amur,mauveover,swampgreen,daffodil,6,True,False,0,False,0,False
sizzurp,392023,5,5,sizzurp,False,False,,False,,,,,cymric,sizzurp,googly,totesbasic,pouty,mauveover,swampgreen,granitegrey,3,True,False,2,False,0,False
strawberry,389507,8,8,strawberry,False,False,,False,,,,,munchkin,strawberry,simple,happygokitty,hotrod,aquamarine,royalpurple,bloodred,4,True,False,2,False,0,False
sizzurp,387420,10,10,sizzurp,False,False,,False,,,,,munchkin,sizzurp,fabulous,totesbasic,gerbil,mauveover,skyblue,peach,5,True,False,1,False,0,False
chestnut,387362,7,7,chestnut,False,False,,False,,,,,sphynx,chestnut,otaku,luckystripe,pouty,mauveover,scarlet,granitegrey,3,True,False,0,False,0,False
mintgreen,386306,7,7,mintgreen,False,False,,False,,,,,sphynx,mintgreen,googly,gerbil,henna,shadowgrey,royalpurple,kittencream,3,True,False,1,False,0,False
topaz,386292,3,3,topaz,False,False,,False,,,,,cymric,topaz,simple,totesbasic,soserious,salmon,chocolate,kittencream,1,True,False,2,False,0,False
topaz,386011,7,7,topaz,False,False,,False,,,,,munchkin,topaz,googly,luckystripe,saycheese,aquamarine,coffee,kittencream,3,True,False,2,False,0,False
mintgreen,386075,4,4,mintgreen,False,False,,False,,,,,mintgreen,googly,luckystripe,saycheese,ragdoll,orangesoda,swampgreen,granitegrey,2,True,False,0,False,0,False
bubblegum,386037,5,5,bubblegum,False,False,,False,,,,,ragamuffin,bubblegum,googly,luckystripe,pouty,cloudwhite,royalpurple,kittencream,2,True,False,2,False,0,False
mintgreen,385640,5,5,mintgreen,False,False,,False,,,,,himalayan,mintgreen,googly,gerbil,amur,aquamarine,lemonade,sandalwood,3,True,False,1,False,0,False
topaz,385503,9,9,topaz,False,False,,False,,,,,topaz,crazy,saycheese,manx,henna,aquamarine,coffee,granitegrey,7,True,False,1,False,0,False
topaz,382017,4,4,topaz,False,False,,False,,,,,sphynx,topaz,simple,luckystripe,tongue,cottoncandy,skyblue,granitegrey,4,True,False,0,False,0,False
topaz,381645,9,9,topaz,False,False,,False,,,,,ragamuffin,topaz,crazy,tigerpunk,happygokitty,mauveover,barkbrown,emeraldgreen,8,True,False,0,False,0,False
bubblegum,383551,20,20,bubblegum,False,False,,False,,,,,himalayan,bubblegum,crazy,luckystripe,pouty,cottoncandy,barkbrown,belleblue,10,True,False,1,False,0,False
gold,380521,4,4,gold,False,False,,False,,,,,sphynx,gold,thicccbrowz,saycheese,amur,shadowgrey,royalpurple,kittencream,2,True,False,1,False,0,False
strawberry,380453,3,3,strawberry,False,False,,False,,,,,munchkin,strawberry,otaku,gerbil,amur,salmon,royalpurple,granitegrey,3,True,False,0,False,0,False
strawberry,379889,6,6,strawberry,False,False,,False,,,,,sphynx,strawberry,simple,luckystripe,saycheese,shadowgrey,lemonade,emeraldgreen,3,True,False,0,False,0,False
topaz,379405,4,4,topaz,False,False,,False,,,,,sphynx,topaz,crazy,totesbasic,pouty,salmon,royalpurple,kittencream,2,True,False,2,False,0,False
mintgreen,379203,4,4,mintgreen,False,False,,False,,,,,mintgreen,crazy,totesbasic,gerbil,manx,greymatter,barkbrown,emeraldgreen,2,True,False,1,False,0,False
strawberry,378912,9,9,strawberry,False,False,,False,,,,,sphynx,strawberry,crazy,soserious,henna,orangesoda,chocolate,daffodil,4,True,False,1,False,0,False
gold,379762,5,5,gold,False,False,,False,,,,,himalayan,gold,raisedbrow,luckystripe,soserious,mauveover,swampgreen,bloodred,2,True,False,2,False,0,False
gold,379628,3,3,gold,False,False,,False,,,,,gold,thicccbrowz,gerbil,ragdoll,amur,cottoncandy,coffee,kittencream,1,True,False,0,False,0,False
gold,377606,9,9,gold,False,False,,False,,,,,laperm,gold,thicccbrowz,luckystripe,gerbil,aquamarine,lemonade,kittencream,5,True,False,0,False,0,False
sizzurp,375910,3,3,sizzurp,False,False,,False,,,,,sphynx,sizzurp,googly,saycheese,amur,salmon,swampgreen,kittencream,4,True,False,2,False,0,False
chestnut,375448,9,9,chestnut,False,False,,False,,,,,chestnut,crazy,soserious,ragdoll,henna,oldlace,lemonade,belleblue,4,True,False,0,False,0,False
strawberry,375593,4,4,strawberry,True,False,DuCat,False,,,6412,,,,,,,,,,2,True,False,2,False,0,False
strawberry,374709,3,3,strawberry,False,False,,False,,,,,himalayan,strawberry,raisedbrow,luckystripe,pouty,shadowgrey,royalpurple,kittencream,2,True,False,0,False,0,False
mintgreen,377907,7,7,mintgreen,False,False,,False,,,,,mintgreen,raisedbrow,totesbasic,pouty,ragdoll,cottoncandy,lemonade,belleblue,3,True,False,0,False,0,False
gold,373759,3,3,gold,False,False,,False,,,,,gold,crazy,saycheese,ragdoll,amur,greymatter,skyblue,daffodil,1,True,False,0,False,0,False
gold,372208,10,10,gold,False,False,,False,,,,,cymric,gold,thicccbrowz,totesbasic,gerbil,cottoncandy,wolfgrey,sandalwood,6,True,False,1,False,0,False
topaz,371459,2,2,topaz,False,False,,False,,,,,topaz,thicccbrowz,happygokitty,ragdoll,amur,cottoncandy,swampgreen,belleblue,1,True,False,0,False,0,False
topaz,370749,11,11,topaz,False,False,,False,,,,,topaz,simple,spock,gerbil,ragdoll,oldlace,royalpurple,granitegrey,5,True,False,1,False,0,False
gold,370127,12,12,gold,False,False,,False,,,,,cymric,gold,googly,soserious,hotrod,cottoncandy,scarlet,bloodred,6,True,False,1,False,0,False
mintgreen,370046,4,4,mintgreen,False,False,,False,,,,,chartreux,mintgreen,crazy,luckystripe,dali,shadowgrey,barkbrown,granitegrey,2,True,False,5,False,0,False
chestnut,369780,2,2,chestnut,False,False,,False,,,,,chestnut,thicccbrowz,totesbasic,happygokitty,ragdoll,cottoncandy,skyblue,granitegrey,3,True,False,1,False,0,False
gold,369640,12,12,gold,False,False,,False,,,,,sphynx,gold,thicccbrowz,totesbasic,happygokitty,mauveover,scarlet,kittencream,6,True,False,0,False,0,False
gold,369477,1,1,gold,False,False,,False,,,,,munchkin,gold,googly,totesbasic,soserious,greymatter,coffee,granitegrey,1,True,False,1,False,0,False
mintgreen,369932,12,12,mintgreen,False,False,,False,,,,,munchkin,mintgreen,thicccbrowz,luckystripe,dali,salmon,cerulian,emeraldgreen,6,True,False,0,False,0,False
gold,369336,3,3,gold,False,False,,False,,,,,gold,crazy,saycheese,ragdoll,amur,oldlace,chocolate,granitegrey,1,True,False,0,False,0,False
sizzurp,368352,2,2,sizzurp,False,False,,False,,,,,sizzurp,thicccbrowz,totesbasic,pouty,ragdoll,greymatter,chocolate,sandalwood,1,True,False,1,False,0,False
strawberry,371346,6,6,strawberry,False,False,,False,,,,,himalayan,strawberry,crazy,calicool,pouty,cottoncandy,cerulian,granitegrey,5,True,False,1,False,0,False
bubblegum,368640,7,7,bubblegum,False,False,,False,,,,,ragamuffin,bubblegum,raisedbrow,tigerpunk,soserious,oldlace,barkbrown,kittencream,3,True,False,0,False,0,False
topaz,368307,9,9,topaz,False,False,,False,,,,,ragamuffin,topaz,simple,soserious,henna,aquamarine,skyblue,kittencream,4,True,False,0,False,0,False
gold,368216,8,8,gold,False,False,,False,,,,,gold,thicccbrowz,totesbasic,pouty,ragdoll,orangesoda,lemonade,granitegrey,4,True,False,1,False,0,False
gold,367318,4,4,gold,False,False,,False,,,,,gold,googly,spock,whixtensions,ragdoll,cottoncandy,lemonade,granitegrey,2,True,False,1,False,0,False
limegreen,366476,15,15,limegreen,False,False,,False,,,,,limegreen,thicccbrowz,totesbasic,gerbil,ragdoll,cottoncandy,royalpurple,kittencream,7,True,False,1,False,0,False
gold,366699,7,7,gold,False,False,,False,,,,,cymric,gold,googly,luckystripe,happygokitty,cloudwhite,coffee,belleblue,3,True,False,0,False,0,False
bubblegum,366440,7,7,bubblegum,False,False,,False,,,,,cymric,bubblegum,thicccbrowz,totesbasic,gerbil,mauveover,wolfgrey,kittencream,3,True,False,0,False,0,False
gold,364472,13,13,gold,False,False,,False,,,,,sphynx,gold,simple,happygokitty,hotrod,salmon,royalpurple,belleblue,6,True,False,4,False,0,False
gold,364442,8,8,gold,False,False,,False,,,,,ragamuffin,gold,googly,calicool,tongue,orangesoda,skyblue,granitegrey,4,True,False,0,False,0,False
mintgreen,364064,6,6,mintgreen,False,False,,False,,,,,munchkin,mintgreen,thicccbrowz,gerbil,amur,cottoncandy,barkbrown,granitegrey,3,True,False,0,False,0,False
gold,363881,4,4,gold,False,False,,False,,,,,gold,simple,beard,ragdoll,amur,cottoncandy,coffee,sandalwood,3,True,False,0,False,0,False
mintgreen,363061,4,4,mintgreen,False,False,,False,,,,,cymric,mintgreen,simple,luckystripe,gerbil,aquamarine,chocolate,kittencream,2,True,False,0,False,0,False
gold,363025,4,4,gold,False,False,,False,,,,,gold,simple,totesbasic,gerbil,ragdoll,cottoncandy,lemonade,kittencream,2,True,False,0,False,0,False
strawberry,362583,5,5,strawberry,False,False,,False,,,,,strawberry,googly,luckystripe,pouty,ragdoll,salmon,violet,daffodil,2,True,False,1,False,0,False
topaz,361371,1,1,topaz,False,False,,False,,,,,sphynx,topaz,thicccbrowz,luckystripe,saycheese,greymatter,coffee,sandalwood,0,True,False,2,False,0,False
limegreen,359269,7,7,limegreen,False,False,,False,,,,,ragamuffin,limegreen,googly,jaguar,whixtensions,salmon,cerulian,granitegrey,3,True,False,1,False,0,False
gold,359197,6,6,gold,False,False,,False,,,,,himalayan,gold,crazy,jaguar,saycheese,greymatter,coffee,granitegrey,3,True,False,0,False,0,False
limegreen,359391,3,3,limegreen,False,False,,False,,,,,laperm,limegreen,googly,totesbasic,soserious,shadowgrey,swampgreen,sandalwood,1,True,False,1,False,0,False
sizzurp,359329,2,2,sizzurp,False,False,,False,,,,,himalayan,sizzurp,raisedbrow,luckystripe,tongue,aquamarine,swampgreen,granitegrey,1,True,False,0,False,0,False
topaz,358397,5,5,topaz,False,False,,False,,,,,topaz,googly,calicool,gerbil,ragdoll,shadowgrey,swampgreen,daffodil,6,True,False,0,False,0,False
chestnut,362059,3,3,chestnut,False,False,,False,,,,,chestnut,simple,gerbil,ragdoll,amur,aquamarine,lemonade,belleblue,3,True,False,0,False,0,False
sizzurp,357597,11,11,sizzurp,False,False,,False,,,,,sizzurp,crazy,pouty,ragdoll,hotrod,mauveover,swampgreen,granitegrey,7,True,False,0,False,0,False
mintgreen,357437,2,2,mintgreen,False,False,,False,,,,,cymric,mintgreen,googly,luckystripe,gerbil,cottoncandy,chocolate,belleblue,5,True,False,0,False,0,False
topaz,357456,3,3,topaz,False,False,,False,,,,,ragamuffin,topaz,crazy,happygokitty,amur,salmon,chocolate,kittencream,1,True,False,0,False,0,False
gold,357395,7,7,gold,False,False,,False,,,,,laperm,gold,thicccbrowz,spock,saycheese,mauveover,scarlet,kittencream,5,True,False,0,False,0,False
gold,362026,7,7,gold,False,False,,False,,,,,himalayan,gold,googly,calicool,saycheese,mauveover,violet,granitegrey,3,True,False,0,False,0,False
gold,357036,6,6,gold,False,False,,False,,,,,himalayan,gold,thicccbrowz,totesbasic,soserious,greymatter,coffee,granitegrey,3,True,False,0,False,0,False
strawberry,356583,6,6,strawberry,False,False,,False,,,,,strawberry,googly,totesbasic,tongue,ragdoll,mauveover,royalpurple,kittencream,3,True,False,0,False,0,False
strawberry,376695,5,5,strawberry,False,False,,False,,,,,munchkin,strawberry,raisedbrow,tigerpunk,saycheese,cloudwhite,skyblue,kittencream,2,True,False,2,False,0,False
sizzurp,376256,9,9,sizzurp,False,False,,False,,,,,himalayan,sizzurp,googly,gerbil,amur,cottoncandy,violet,emeraldgreen,4,True,False,2,False,0,False
chestnut,372120,5,5,chestnut,False,False,,False,,,,,himalayan,chestnut,thicccbrowz,luckystripe,happygokitty,cloudwhite,royalpurple,granitegrey,2,True,False,2,False,0,False
sizzurp,366086,11,11,sizzurp,False,False,,False,,,,,himalayan,sizzurp,googly,totesbasic,gerbil,cottoncandy,scarlet,emeraldgreen,5,True,False,0,False,0,False
sizzurp,361001,5,5,sizzurp,False,False,,False,,,,,sizzurp,googly,spock,pouty,ragdoll,oldlace,chocolate,bloodred,2,True,False,0,False,0,False
sizzurp,357331,6,6,sizzurp,False,False,,False,,,,,munchkin,sizzurp,thicccbrowz,luckystripe,beard,cloudwhite,chocolate,granitegrey,3,True,False,0,False,0,False
bubblegum,62561,9,9,bubblegum,False,False,,False,,,,,cymric,bubblegum,raisedbrow,totesbasic,pouty,salmon,lemonade,kittencream,7,True,False,1,False,0,False
mintgreen,38966,16,16,mintgreen,False,False,,False,,,,,himalayan,mintgreen,thicccbrowz,spock,tongue,shadowgrey,skyblue,kittencream,10,True,False,0,False,0,False
strawberry,175261,13,13,strawberry,False,False,,False,,,,,himalayan,strawberry,raisedbrow,spock,soserious,orangesoda,lemonade,kittencream,6,True,False,0,False,0,False
strawberry,33959,7,7,strawberry,False,False,,False,,,,,himalayan,strawberry,crazy,totesbasic,happygokitty,greymatter,barkbrown,kittencream,7,True,False,0,False,0,False
gold,130619,8,8,gold,False,False,,False,,,,,himalayan,gold,simple,luckystripe,beard,salmon,royalpurple,emeraldgreen,4,True,False,0,False,0,False
topaz,149205,7,7,topaz,False,False,,False,,,,,ragamuffin,topaz,crazy,totesbasic,whixtensions,greymatter,chocolate,kittencream,3,True,False,0,False,0,False
mintgreen,39013,6,6,mintgreen,False,False,,False,,,,,himalayan,mintgreen,simple,totesbasic,saycheese,greymatter,scarlet,kittencream,8,True,False,0,False,0,False
limegreen,200297,5,5,limegreen,False,False,,False,,,,,cymric,limegreen,googly,totesbasic,soserious,salmon,skyblue,kittencream,2,True,False,0,False,0,False
gold,236649,4,4,gold,False,False,,False,,,,,himalayan,gold,googly,calicool,whixtensions,cottoncandy,royalpurple,kittencream,4,True,False,1,False,0,False
sizzurp,34068,8,8,sizzurp,False,False,,False,,,,,ragamuffin,sizzurp,thicccbrowz,totesbasic,tongue,aquamarine,lemonade,kittencream,6,True,False,1,False,0,False
chestnut,34055,6,6,chestnut,False,False,,False,,,,,munchkin,chestnut,crazy,totesbasic,tongue,greymatter,lemonade,peach,7,True,False,0,False,0,False
topaz,47663,17,17,topaz,False,False,,False,,,,,himalayan,topaz,raisedbrow,totesbasic,soserious,greymatter,chocolate,kittencream,10,True,False,0,False,0,False
sizzurp,164161,8,8,sizzurp,False,False,,False,,,,,cymric,sizzurp,thicccbrowz,luckystripe,pouty,mauveover,skyblue,kittencream,4,True,False,1,False,0,False
chestnut,45568,14,14,chestnut,False,False,,False,,,,,himalayan,chestnut,raisedbrow,totesbasic,happygokitty,greymatter,swampgreen,kittencream,9,True,False,0,False,0,False
topaz,32150,9,9,topaz,False,False,,False,,,,,munchkin,topaz,raisedbrow,calicool,happygokitty,greymatter,royalpurple,kittencream,7,True,False,0,False,0,False
topaz,233032,4,4,topaz,False,False,,False,,,,,himalayan,topaz,crazy,luckystripe,happygokitty,aquamarine,lemonade,kittencream,2,True,False,0,False,0,False
mintgreen,31390,9,9,mintgreen,False,False,,False,,,,,himalayan,mintgreen,crazy,luckystripe,dali,orangesoda,barkbrown,kittencream,9,True,False,0,False,0,False
mintgreen,31306,18,18,mintgreen,False,False,,False,,,,,himalayan,mintgreen,raisedbrow,totesbasic,soserious,aquamarine,coffee,granitegrey,9,True,False,0,False,0,False
strawberry,34732,6,6,strawberry,False,False,,False,,,,,laperm,strawberry,thicccbrowz,luckystripe,pouty,mauveover,royalpurple,emeraldgreen,8,True,False,0,False,0,False
mintgreen,170411,3,3,mintgreen,False,False,,False,,,,,ragamuffin,mintgreen,thicccbrowz,luckystripe,happygokitty,shadowgrey,chocolate,granitegrey,2,True,False,1,False,0,False
bubblegum,150921,6,6,bubblegum,False,False,,False,,,,,sphynx,bubblegum,thicccbrowz,totesbasic,tongue,greymatter,lemonade,kittencream,3,True,False,0,False,0,False
mintgreen,102139,7,7,mintgreen,False,False,,False,,,,,ragamuffin,mintgreen,crazy,luckystripe,tongue,mauveover,swampgreen,emeraldgreen,3,True,False,2,False,0,False
mintgreen,31824,10,10,mintgreen,False,False,,False,,,,,himalayan,mintgreen,thicccbrowz,luckystripe,soserious,aquamarine,royalpurple,granitegrey,8,True,False,0,False,0,False
chestnut,141540,8,8,chestnut,False,False,,False,,,,,laperm,chestnut,simple,totesbasic,happygokitty,greymatter,royalpurple,bloodred,4,True,False,0,False,0,False
sizzurp,28461,6,6,sizzurp,False,False,,False,,,,,ragamuffin,sizzurp,crazy,luckystripe,tongue,mauveover,barkbrown,kittencream,8,True,False,0,False,0,False
mintgreen,48123,11,11,mintgreen,False,False,,False,,,,,ragamuffin,mintgreen,raisedbrow,totesbasic,happygokitty,orangesoda,lemonade,granitegrey,6,True,False,0,False,0,False
strawberry,43640,12,12,strawberry,False,False,,False,,,,,laperm,strawberry,simple,totesbasic,soserious,salmon,coffee,granitegrey,9,True,False,0,False,0,False
mintgreen,47855,4,4,mintgreen,False,False,,False,,,,,ragamuffin,mintgreen,thicccbrowz,luckystripe,soserious,salmon,swampgreen,peach,7,True,False,0,False,0,False
chestnut,74870,9,9,chestnut,False,False,,False,,,,,munchkin,chestnut,thicccbrowz,totesbasic,pouty,shadowgrey,swampgreen,kittencream,4,True,False,1,False,0,False
strawberry,108159,18,18,strawberry,False,False,,False,,,,,sphynx,strawberry,raisedbrow,totesbasic,happygokitty,shadowgrey,lemonade,kittencream,9,True,False,0,False,0,False
mintgreen,174136,5,5,mintgreen,False,False,,False,,,,,ragamuffin,mintgreen,thicccbrowz,totesbasic,happygokitty,mauveover,swampgreen,kittencream,2,True,False,0,False,0,False
strawberry,50474,14,14,strawberry,False,False,,False,,,,,munchkin,strawberry,raisedbrow,totesbasic,happygokitty,shadowgrey,chocolate,kittencream,9,True,False,0,False,0,False
strawberry,52674,15,15,strawberry,False,False,,False,,,,,himalayan,strawberry,thicccbrowz,luckystripe,soserious,salmon,royalpurple,kittencream,7,True,False,0,False,0,False
sizzurp,98254,6,6,sizzurp,False,False,,False,,,,,munchkin,sizzurp,thicccbrowz,luckystripe,happygokitty,mauveover,chocolate,granitegrey,3,True,False,0,False,0,False
mintgreen,71294,17,17,mintgreen,False,False,,False,,,,,ragamuffin,mintgreen,crazy,totesbasic,happygokitty,aquamarine,chocolate,emeraldgreen,8,True,False,0,False,0,False
chestnut,218783,11,11,chestnut,False,False,,False,,,,,himalayan,chestnut,crazy,luckystripe,saycheese,orangesoda,barkbrown,granitegrey,5,True,False,0,False,0,False
gold,135343,9,9,gold,False,False,,False,,,,,laperm,gold,crazy,totesbasic,whixtensions,greymatter,violet,bloodred,9,True,False,0,False,0,False
chestnut,228780,8,8,chestnut,False,False,,False,,,,,himalayan,chestnut,thicccbrowz,calicool,soserious,salmon,violet,granitegrey,4,True,False,0,False,0,False
chestnut,58899,14,14,chestnut,False,False,,False,,,,,himalayan,chestnut,crazy,luckystripe,happygokitty,shadowgrey,royalpurple,granitegrey,9,True,False,0,False,0,False
topaz,32259,10,10,topaz,False,False,,False,,,,,sphynx,topaz,crazy,luckystripe,pouty,salmon,royalpurple,bloodred,7,True,False,0,False,0,False
topaz,55342,10,10,topaz,False,False,,False,,,,,himalayan,topaz,crazy,totesbasic,beard,shadowgrey,skyblue,granitegrey,7,True,False,0,False,0,False
mintgreen,52026,9,9,mintgreen,False,False,,False,,,,,sphynx,mintgreen,thicccbrowz,totesbasic,soserious,shadowgrey,chocolate,granitegrey,8,True,False,0,False,0,False
sizzurp,50470,10,10,sizzurp,False,False,,False,,,,,munchkin,sizzurp,simple,totesbasic,pouty,orangesoda,chocolate,granitegrey,8,True,False,1,False,0,False
sizzurp,53571,14,14,sizzurp,False,False,,False,,,,,himalayan,sizzurp,simple,luckystripe,pouty,shadowgrey,swampgreen,kittencream,10,True,False,0,False,0,False
strawberry,37137,13,13,strawberry,False,False,,False,,,,,munchkin,strawberry,simple,totesbasic,beard,aquamarine,lemonade,granitegrey,10,True,False,0,False,0,False
bubblegum,53249,10,10,bubblegum,False,False,,False,,,,,himalayan,bubblegum,crazy,luckystripe,pouty,aquamarine,scarlet,emeraldgreen,7,True,False,0,False,0,False
sizzurp,52850,18,18,sizzurp,False,False,,False,,,,,sphynx,sizzurp,thicccbrowz,totesbasic,soserious,aquamarine,skyblue,granitegrey,11,True,False,0,False,0,False
mintgreen,23082,17,17,mintgreen,False,False,,False,,,,,himalayan,mintgreen,raisedbrow,luckystripe,soserious,greymatter,chocolate,kittencream,11,True,False,0,False,0,False
chestnut,108548,8,8,chestnut,False,False,,False,,,,,munchkin,chestnut,simple,totesbasic,saycheese,orangesoda,chocolate,emeraldgreen,4,True,False,0,False,0,False
topaz,125465,4,4,topaz,False,False,,False,,,,,munchkin,topaz,raisedbrow,totesbasic,soserious,salmon,chocolate,granitegrey,2,True,False,0,False,0,False
bubblegum,38561,7,7,bubblegum,False,False,,False,,,,,munchkin,bubblegum,thicccbrowz,totesbasic,pouty,cloudwhite,barkbrown,emeraldgreen,6,True,False,0,False,0,False
limegreen,54950,7,7,limegreen,False,False,,False,,,,,sphynx,limegreen,thicccbrowz,calicool,saycheese,orangesoda,lemonade,granitegrey,5,True,False,2,False,0,False
strawberry,274102,3,3,strawberry,False,False,,False,,,,,himalayan,strawberry,simple,tigerpunk,soserious,salmon,chocolate,granitegrey,1,True,False,1,False,0,False
sizzurp,59028,19,19,sizzurp,False,False,,False,,,,,himalayan,sizzurp,crazy,luckystripe,pouty,salmon,royalpurple,granitegrey,9,True,False,0,False,0,False
topaz,42790,15,15,topaz,False,False,,False,,,,,ragamuffin,topaz,raisedbrow,spock,pouty,aquamarine,skyblue,granitegrey,8,True,False,0,False,0,False
chestnut,130703,12,12,chestnut,False,False,,False,,,,,himalayan,chestnut,raisedbrow,luckystripe,pouty,shadowgrey,scarlet,granitegrey,6,True,False,0,False,0,False
sizzurp,34769,8,8,sizzurp,False,False,,False,,,,,sphynx,sizzurp,otaku,luckystripe,pouty,greymatter,scarlet,granitegrey,9,True,False,0,False,0,False
strawberry,21601,19,19,strawberry,False,False,,False,,,,,himalayan,strawberry,simple,spock,beard,greymatter,royalpurple,granitegrey,11,True,False,0,False,0,False
mintgreen,72984,10,10,mintgreen,False,False,,False,,,,,munchkin,mintgreen,crazy,luckystripe,pouty,shadowgrey,royalpurple,granitegrey,5,True,False,0,False,0,False
sizzurp,145137,8,8,sizzurp,False,False,,False,,,,,ragamuffin,sizzurp,thicccbrowz,spock,whixtensions,aquamarine,coffee,emeraldgreen,4,True,False,0,False,0,False
strawberry,70602,12,12,strawberry,False,False,,False,,,,,ragamuffin,strawberry,raisedbrow,calicool,soserious,orangesoda,chocolate,peach,8,True,False,0,False,0,False
mintgreen,18014,19,19,mintgreen,False,False,,False,,,,,laperm,mintgreen,thicccbrowz,totesbasic,pouty,aquamarine,barkbrown,granitegrey,11,True,False,0,False,0,False
topaz,93560,9,9,topaz,False,False,,False,,,,,sphynx,topaz,simple,totesbasic,soserious,aquamarine,royalpurple,granitegrey,4,True,False,0,False,0,False
gold,153747,7,7,gold,False,False,,False,,,,,ragamuffin,gold,simple,luckystripe,whixtensions,aquamarine,chocolate,granitegrey,3,True,False,0,False,0,False
