time,ID,USD,USD,time,generation,color,is_fancy,is_exclusive,fancy_type,is_prestige,prestige_type,prestige_ranking,fancy_ranking,prestige_time_limit,enhanced_cattributes_eyes,enhanced_cattributes_pattern,enhanced_cattributes_body,enhanced_cattributes_mouth,enhanced_cattributes_colorprimary,enhanced_cattributes_colorsecondary,enhanced_cattributes_colortertiary,enhanced_cattributes_coloreyes,status_cooldown_index,status_is_ready,status_is_gestating,purrs_count,purrs_is_purred
,28421,,,,,,,,,,,,,,,,,,,,,,,,,,
,283664,,,,,,,,,,,,,,,,,,,,,,,,,,
,56809,,,,,,,,,,,,,,,,,,,,,,,,,,
,466756,,,,,,,,,,,,,,,,,,,,,,,,,,
,44996,,,,,,,,,,,,,,,,,,,,,,,,,,
,784477,,,,,,,,,,,,,,,,,,,,,,,,,,
,88044,,,,,,,,,,,,,,,,,,,,,,,,,,
,786048,,,,,,,,,,,,,,,,,,,,,,,,,,
,71751,,,,,,,,,,,,,,,,,,,,,,,,,,
,993922,,,,,,,,,,,,,,,,,,,,,,,,,,
,35786,,,,,,,,,,,,,,,,,,,,,,,,,,
,1027372,,,,,,,,,,,,,,,,,,,,,,,,,,
,43789,,,,,,,,,,,,,,,,,,,,,,,,,,
,992146,,,,,,,,,,,,,,,,,,,,,,,,,,
,76551,,,,,,,,,,,,,,,,,,,,,,,,,,
,148835,,,,,,,,,,,,,,,,,,,,,,,,,,
,190784,,,,,,,,,,,,,,,,,,,,,,,,,,
,429355,,,,,,,,,,,,,,,,,,,,,,,,,,
,127259,,,,,,,,,,,,,,,,,,,,,,,,,,
,170913,,,,,,,,,,,,,,,,,,,,,,,,,,
,202613,,,,,,,,,,,,,,,,,,,,,,,,,,
,14248,,,,,,,,,,,,,,,,,,,,,,,,,,
,32731,,,,,,,,,,,,,,,,,,,,,,,,,,
,1606221,,,,,,,,,,,,,,,,,,,,,,,,,,
,41800,,,,,,,,,,,,,,,,,,,,,,,,,,
,135507,,,,,,,,,,,,,,,,,,,,,,,,,,
,594372,,,,,,,,,,,,,,,,,,,,,,,,,,
,296656,,,,,,,,,,,,,,,,,,,,,,,,,,
,192244,,,,,,,,,,,,,,,,,,,,,,,,,,
,429403,,,,,,,,,,,,,,,,,,,,,,,,,,
,256602,,,,,,,,,,,,,,,,,,,,,,,,,,
,429443,,,,,,,,,,,,,,,,,,,,,,,,,,
,165242,,,,,,,,,,,,,,,,,,,,,,,,,,
,298082,,,,,,,,,,,,,,,,,,,,,,,,,,
,216388,,,,,,,,,,,,,,,,,,,,,,,,,,
,126713,,,,,,,,,,,,,,,,,,,,,,,,,,
,132926,,,,,,,,,,,,,,,,,,,,,,,,,,
,982126,,,,,,,,,,,,,,,,,,,,,,,,,,
,144799,,,,,,,,,,,,,,,,,,,,,,,,,,
,1612256,,,,,,,,,,,,,,,,,,,,,,,,,,
,242060,,,,,,,,,,,,,,,,,,,,,,,,,,
,605436,,,,,,,,,,,,,,,,,,,,,,,,,,
,125713,,,,,,,,,,,,,,,,,,,,,,,,,,
,375102,,,,,,,,,,,,,,,,,,,,,,,,,,
,126588,,,,,,,,,,,,,,,,,,,,,,,,,,
,602962,,,,,,,,,,,,,,,,,,,,,,,,,,
,126336,,,,,,,,,,,,,,,,,,,,,,,,,,
,1171472,,,,,,,,,,,,,,,,,,,,,,,,,,
,1171450,,,,,,,,,,,,,,,,,,,,,,,,,,
,1170684,,,,,,,,,,,,,,,,,,,,,,,,,,
,224278,,,,,,,,,,,,,,,,,,,,,,,,,,
,1210496,,,,,,,,,,,,,,,,,,,,,,,,,,
,1443400,,,,,,,,,,,,,,,,,,,,,,,,,,
,1480447,,,,,,,,,,,,,,,,,,,,,,,,,,
,1218010,,,,,,,,,,,,,,,,,,,,,,,,,,
,110928,,,,,,,,,,,,,,,,,,,,,,,,,,
,245363,,,,,,,,,,,,,,,,,,,,,,,,,,
,270976,,,,,,,,,,,,,,,,,,,,,,,,,,
,244958,,,,,,,,,,,,,,,,,,,,,,,,,,
,236754,,,,,,,,,,,,,,,,,,,,,,,,,,
,238370,,,,,,,,,,,,,,,,,,,,,,,,,,
,240944,,,,,,,,,,,,,,,,,,,,,,,,,,
,102040,,,,,,,,,,,,,,,,,,,,,,,,,,
,505225,,,,,,,,,,,,,,,,,,,,,,,,,,
,17211,,,,,,,,,,,,,,,,,,,,,,,,,,
,116470,,,,,,,,,,,,,,,,,,,,,,,,,,
,128817,,,,,,,,,,,,,,,,,,,,,,,,,,
,448689,,,,,,,,,,,,,,,,,,,,,,,,,,
,368485,,,,,,,,,,,,,,,,,,,,,,,,,,
,993920,,,,,,,,,,,,,,,,,,,,,,,,,,
,507150,,,,,,,,,,,,,,,,,,,,,,,,,,
,882065,,,,,,,,,,,,,,,,,,,,,,,,,,
,320387,,,,,,,,,,,,,,,,,,,,,,,,,,
,688652,,,,,,,,,,,,,,,,,,,,,,,,,,
,374458,,,,,,,,,,,,,,,,,,,,,,,,,,
,743385,,,,,,,,,,,,,,,,,,,,,,,,,,
,367592,,,,,,,,,,,,,,,,,,,,,,,,,,
,992195,,,,,,,,,,,,,,,,,,,,,,,,,,
,559560,,,,,,,,,,,,,,,,,,,,,,,,,,
,982150,,,,,,,,,,,,,,,,,,,,,,,,,,
,882485,,,,,,,,,,,,,,,,,,,,,,,,,,
,309846,,,,,,,,,,,,,,,,,,,,,,,,,,
,144847,,,,,,,,,,,,,,,,,,,,,,,,,,
,376851,,,,,,,,,,,,,,,,,,,,,,,,,,
,254298,,,,,,,,,,,,,,,,,,,,,,,,,,
,501011,,,,,,,,,,,,,,,,,,,,,,,,,,
,302086,,,,,,,,,,,,,,,,,,,,,,,,,,
,184576,,,,,,,,,,,,,,,,,,,,,,,,,,
,286960,,,,,,,,,,,,,,,,,,,,,,,,,,
,79422,,,,,,,,,,,,,,,,,,,,,,,,,,
,267163,,,,,,,,,,,,,,,,,,,,,,,,,,
,56928,,,,,,,,,,,,,,,,,,,,,,,,,,
,200470,,,,,,,,,,,,,,,,,,,,,,,,,,
,246010,,,,,,,,,,,,,,,,,,,,,,,,,,
,313366,,,,,,,,,,,,,,,,,,,,,,,,,,
,711716,,,,,,,,,,,,,,,,,,,,,,,,,,
,281713,,,,,,,,,,,,,,,,,,,,,,,,,,
,1605374,,,,,,,,,,,,,,,,,,,,,,,,,,
,163630,,,,,,,,,,,,,,,,,,,,,,,,,,
,757500,,,,,,,,,,,,,,,,,,,,,,,,,,
,22988,,,,,,,,,,,,,,,,,,,,,,,,,,
,124632,,,,,,,,,,,,,,,,,,,,,,,,,,
,40439,,,,,,,,,,,,,,,,,,,,,,,,,,
,1192639,,,,,,,,,,,,,,,,,,,,,,,,,,
,1503506,,,,,,,,,,,,,,,,,,,,,,,,,,
,1261885,,,,,,,,,,,,,,,,,,,,,,,,,,
,152748,,,,,,,,,,,,,,,,,,,,,,,,,,
,429365,,,,,,,,,,,,,,,,,,,,,,,,,,
,982148,,,,,,,,,,,,,,,,,,,,,,,,,,
,245623,,,,,,,,,,,,,,,,,,,,,,,,,,
,992190,,,,,,,,,,,,,,,,,,,,,,,,,,
,197589,,,,,,,,,,,,,,,,,,,,,,,,,,
,1276176,,,,,,,,,,,,,,,,,,,,,,,,,,
,1276153,,,,,,,,,,,,,,,,,,,,,,,,,,
,1592523,,,,,,,,,,,,,,,,,,,,,,,,,,
,1592506,,,,,,,,,,,,,,,,,,,,,,,,,,
,662448,,,,,,,,,,,,,,,,,,,,,,,,,,
,1074155,,,,,,,,,,,,,,,,,,,,,,,,,,
,438128,,,,,,,,,,,,,,,,,,,,,,,,,,
,1323154,,,,,,,,,,,,,,,,,,,,,,,,,,
,479944,,,,,,,,,,,,,,,,,,,,,,,,,,
,992189,,,,,,,,,,,,,,,,,,,,,,,,,,
,198966,,,,,,,,,,,,,,,,,,,,,,,,,,
,982136,,,,,,,,,,,,,,,,,,,,,,,,,,
,189613,,,,,,,,,,,,,,,,,,,,,,,,,,
,59104,,,,,,,,,,,,,,,,,,,,,,,,,,
,1290608,,,,,,,,,,,,,,,,,,,,,,,,,,
,1504817,,,,,,,,,,,,,,,,,,,,,,,,,,
,1511442,,,,,,,,,,,,,,,,,,,,,,,,,,
,1420531,,,,,,,,,,,,,,,,,,,,,,,,,,
,159095,,,,,,,,,,,,,,,,,,,,,,,,,,
,992165,,,,,,,,,,,,,,,,,,,,,,,,,,
,326119,,,,,,,,,,,,,,,,,,,,,,,,,,
,982129,,,,,,,,,,,,,,,,,,,,,,,,,,
,67911,,,,,,,,,,,,,,,,,,,,,,,,,,
,1212329,,,,,,,,,,,,,,,,,,,,,,,,,,
,1206765,,,,,,,,,,,,,,,,,,,,,,,,,,
,1227732,,,,,,,,,,,,,,,,,,,,,,,,,,
,1256703,,,,,,,,,,,,,,,,,,,,,,,,,,
,1258912,,,,,,,,,,,,,,,,,,,,,,,,,,
,1312229,,,,,,,,,,,,,,,,,,,,,,,,,,
,1486718,,,,,,,,,,,,,,,,,,,,,,,,,,
,1311302,,,,,,,,,,,,,,,,,,,,,,,,,,
,1311204,,,,,,,,,,,,,,,,,,,,,,,,,,
,510932,,,,,,,,,,,,,,,,,,,,,,,,,,
,1094043,,,,,,,,,,,,,,,,,,,,,,,,,,
,1486349,,,,,,,,,,,,,,,,,,,,,,,,,,
,1325628,,,,,,,,,,,,,,,,,,,,,,,,,,
,1294050,,,,,,,,,,,,,,,,,,,,,,,,,,
,1509812,,,,,,,,,,,,,,,,,,,,,,,,,,
,1613086,,,,,,,,,,,,,,,,,,,,,,,,,,
,864136,,,,,,,,,,,,,,,,,,,,,,,,,,
,1213204,,,,,,,,,,,,,,,,,,,,,,,,,,
,1297857,,,,,,,,,,,,,,,,,,,,,,,,,,
,920743,,,,,,,,,,,,,,,,,,,,,,,,,,
,166228,,,,,,,,,,,,,,,,,,,,,,,,,,
,167371,,,,,,,,,,,,,,,,,,,,,,,,,,
,259319,,,,,,,,,,,,,,,,,,,,,,,,,,
,42447,,,,,,,,,,,,,,,,,,,,,,,,,,
,991871,,,,,,,,,,,,,,,,,,,,,,,,,,
,261982,,,,,,,,,,,,,,,,,,,,,,,,,,
,981762,,,,,,,,,,,,,,,,,,,,,,,,,,
,860052,,,,,,,,,,,,,,,,,,,,,,,,,,
,938056,,,,,,,,,,,,,,,,,,,,,,,,,,
,1142802,,,,,,,,,,,,,,,,,,,,,,,,,,
,1622595,,,,,,,,,,,,,,,,,,,,,,,,,,
,1622548,,,,,,,,,,,,,,,,,,,,,,,,,,
,1420949,,,,,,,,,,,,,,,,,,,,,,,,,,
,1421591,,,,,,,,,,,,,,,,,,,,,,,,,,
,86510,,,,,,,,,,,,,,,,,,,,,,,,,,
,991868,,,,,,,,,,,,,,,,,,,,,,,,,,
,123976,,,,,,,,,,,,,,,,,,,,,,,,,,
,73048,,,,,,,,,,,,,,,,,,,,,,,,,,
,433458,,,,,,,,,,,,,,,,,,,,,,,,,,
,1602336,,,,,,,,,,,,,,,,,,,,,,,,,,
,54231,,,,,,,,,,,,,,,,,,,,,,,,,,
,981754,,,,,,,,,,,,,,,,,,,,,,,,,,
,367375,,,,,,,,,,,,,,,,,,,,,,,,,,
,526460,,,,,,,,,,,,,,,,,,,,,,,,,,
,766537,,,,,,,,,,,,,,,,,,,,,,,,,,
,97934,,,,,,,,,,,,,,,,,,,,,,,,,,
,1398715,,,,,,,,,,,,,,,,,,,,,,,,,,
,1605811,,,,,,,,,,,,,,,,,,,,,,,,,,
,1619986,,,,,,,,,,,,,,,,,,,,,,,,,,
,53139,,,,,,,,,,,,,,,,,,,,,,,,,,
,1354232,,,,,,,,,,,,,,,,,,,,,,,,,,
,991848,,,,,,,,,,,,,,,,,,,,,,,,,,
,981744,,,,,,,,,,,,,,,,,,,,,,,,,,
,731092,,,,,,,,,,,,,,,,,,,,,,,,,,
,1403031,,,,,,,,,,,,,,,,,,,,,,,,,,
,750666,,,,,,,,,,,,,,,,,,,,,,,,,,
,873652,,,,,,,,,,,,,,,,,,,,,,,,,,
,1428258,,,,,,,,,,,,,,,,,,,,,,,,,,
,1423086,,,,,,,,,,,,,,,,,,,,,,,,,,
,1165174,,,,,,,,,,,,,,,,,,,,,,,,,,
,981740,,,,,,,,,,,,,,,,,,,,,,,,,,
,402325,,,,,,,,,,,,,,,,,,,,,,,,,,
,991846,,,,,,,,,,,,,,,,,,,,,,,,,,
,1211405,,,,,,,,,,,,,,,,,,,,,,,,,,
,1625961,,,,,,,,,,,,,,,,,,,,,,,,,,
,1135180,,,,,,,,,,,,,,,,,,,,,,,,,,
,1302929,,,,,,,,,,,,,,,,,,,,,,,,,,
,259999,,,,,,,,,,,,,,,,,,,,,,,,,,
,1210782,,,,,,,,,,,,,,,,,,,,,,,,,,
,189566,,,,,,,,,,,,,,,,,,,,,,,,,,
,125922,,,,,,,,,,,,,,,,,,,,,,,,,,
,991842,,,,,,,,,,,,,,,,,,,,,,,,,,
,981732,,,,,,,,,,,,,,,,,,,,,,,,,,
,1275906,,,,,,,,,,,,,,,,,,,,,,,,,,
,991841,,,,,,,,,,,,,,,,,,,,,,,,,,
,171796,,,,,,,,,,,,,,,,,,,,,,,,,,
,1333328,,,,,,,,,,,,,,,,,,,,,,,,,,
,133120,,,,,,,,,,,,,,,,,,,,,,,,,,
,120717,,,,,,,,,,,,,,,,,,,,,,,,,,
,153260,,,,,,,,,,,,,,,,,,,,,,,,,,
,981731,,,,,,,,,,,,,,,,,,,,,,,,,,
,192862,,,,,,,,,,,,,,,,,,,,,,,,,,
,498199,,,,,,,,,,,,,,,,,,,,,,,,,,
,745408,,,,,,,,,,,,,,,,,,,,,,,,,,
,1011553,,,,,,,,,,,,,,,,,,,,,,,,,,
,1458332,,,,,,,,,,,,,,,,,,,,,,,,,,
,31537,,,,,,,,,,,,,,,,,,,,,,,,,,
,1616526,,,,,,,,,,,,,,,,,,,,,,,,,,
,742886,,,,,,,,,,,,,,,,,,,,,,,,,,
,1364487,,,,,,,,,,,,,,,,,,,,,,,,,,
,137451,,,,,,,,,,,,,,,,,,,,,,,,,,
,25712,,,,,,,,,,,,,,,,,,,,,,,,,,
,16341,,,,,,,,,,,,,,,,,,,,,,,,,,
,368122,,,,,,,,,,,,,,,,,,,,,,,,,,
,1101703,,,,,,,,,,,,,,,,,,,,,,,,,,
,449332,,,,,,,,,,,,,,,,,,,,,,,,,,
,1199416,,,,,,,,,,,,,,,,,,,,,,,,,,
,691785,,,,,,,,,,,,,,,,,,,,,,,,,,
,56787,,,,,,,,,,,,,,,,,,,,,,,,,,
,991835,,,,,,,,,,,,,,,,,,,,,,,,,,
,51959,,,,,,,,,,,,,,,,,,,,,,,,,,
,1602562,,,,,,,,,,,,,,,,,,,,,,,,,,
,92127,,,,,,,,,,,,,,,,,,,,,,,,,,
,1622355,,,,,,,,,,,,,,,,,,,,,,,,,,
,35806,,,,,,,,,,,,,,,,,,,,,,,,,,
,185810,,,,,,,,,,,,,,,,,,,,,,,,,,
,55030,,,,,,,,,,,,,,,,,,,,,,,,,,
,519306,,,,,,,,,,,,,,,,,,,,,,,,,,
,74467,,,,,,,,,,,,,,,,,,,,,,,,,,
,41739,,,,,,,,,,,,,,,,,,,,,,,,,,
,55195,,,,,,,,,,,,,,,,,,,,,,,,,,
,409209,,,,,,,,,,,,,,,,,,,,,,,,,,
,1331980,,,,,,,,,,,,,,,,,,,,,,,,,,
,77101,,,,,,,,,,,,,,,,,,,,,,,,,,
,690961,,,,,,,,,,,,,,,,,,,,,,,,,,
,73698,,,,,,,,,,,,,,,,,,,,,,,,,,
,799248,,,,,,,,,,,,,,,,,,,,,,,,,,
,1459525,,,,,,,,,,,,,,,,,,,,,,,,,,
,1481599,,,,,,,,,,,,,,,,,,,,,,,,,,
,1459623,,,,,,,,,,,,,,,,,,,,,,,,,,
,648003,,,,,,,,,,,,,,,,,,,,,,,,,,
,70566,,,,,,,,,,,,,,,,,,,,,,,,,,
,533119,,,,,,,,,,,,,,,,,,,,,,,,,,
,108620,,,,,,,,,,,,,,,,,,,,,,,,,,
,601552,,,,,,,,,,,,,,,,,,,,,,,,,,
,1459904,,,,,,,,,,,,,,,,,,,,,,,,,,
,597078,,,,,,,,,,,,,,,,,,,,,,,,,,
,45012,,,,,,,,,,,,,,,,,,,,,,,,,,
,620812,,,,,,,,,,,,,,,,,,,,,,,,,,
,897841,,,,,,,,,,,,,,,,,,,,,,,,,,
,904250,,,,,,,,,,,,,,,,,,,,,,,,,,
,517330,,,,,,,,,,,,,,,,,,,,,,,,,,
,706222,,,,,,,,,,,,,,,,,,,,,,,,,,
,1461637,,,,,,,,,,,,,,,,,,,,,,,,,,
,1036796,,,,,,,,,,,,,,,,,,,,,,,,,,
,73069,,,,,,,,,,,,,,,,,,,,,,,,,,
,1058349,,,,,,,,,,,,,,,,,,,,,,,,,,
,221872,,,,,,,,,,,,,,,,,,,,,,,,,,
,1031815,,,,,,,,,,,,,,,,,,,,,,,,,,
,793094,,,,,,,,,,,,,,,,,,,,,,,,,,
,712168,,,,,,,,,,,,,,,,,,,,,,,,,,
,930159,,,,,,,,,,,,,,,,,,,,,,,,,,
,285457,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447960,,,,,,,,,,,,,,,,,,,,,,,,,,
,150439,,,,,,,,,,,,,,,,,,,,,,,,,,
,1148654,,,,,,,,,,,,,,,,,,,,,,,,,,
,17858,,,,,,,,,,,,,,,,,,,,,,,,,,
,799117,,,,,,,,,,,,,,,,,,,,,,,,,,
,61100,,,,,,,,,,,,,,,,,,,,,,,,,,
,1025874,,,,,,,,,,,,,,,,,,,,,,,,,,
,65600,,,,,,,,,,,,,,,,,,,,,,,,,,
,133502,,,,,,,,,,,,,,,,,,,,,,,,,,
,413556,,,,,,,,,,,,,,,,,,,,,,,,,,
,1152839,,,,,,,,,,,,,,,,,,,,,,,,,,
,210163,,,,,,,,,,,,,,,,,,,,,,,,,,
,960130,,,,,,,,,,,,,,,,,,,,,,,,,,
,207766,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002763,,,,,,,,,,,,,,,,,,,,,,,,,,
,1034212,,,,,,,,,,,,,,,,,,,,,,,,,,
,1442708,,,,,,,,,,,,,,,,,,,,,,,,,,
,82915,,,,,,,,,,,,,,,,,,,,,,,,,,
,592570,,,,,,,,,,,,,,,,,,,,,,,,,,
,376767,,,,,,,,,,,,,,,,,,,,,,,,,,
,1597521,,,,,,,,,,,,,,,,,,,,,,,,,,
,665365,,,,,,,,,,,,,,,,,,,,,,,,,,
,377995,,,,,,,,,,,,,,,,,,,,,,,,,,
,1355227,,,,,,,,,,,,,,,,,,,,,,,,,,
,828781,,,,,,,,,,,,,,,,,,,,,,,,,,
,344818,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447158,,,,,,,,,,,,,,,,,,,,,,,,,,
,1042518,,,,,,,,,,,,,,,,,,,,,,,,,,
,371350,,,,,,,,,,,,,,,,,,,,,,,,,,
,807933,,,,,,,,,,,,,,,,,,,,,,,,,,
,1076671,,,,,,,,,,,,,,,,,,,,,,,,,,
,381935,,,,,,,,,,,,,,,,,,,,,,,,,,
,1482414,,,,,,,,,,,,,,,,,,,,,,,,,,
,823622,,,,,,,,,,,,,,,,,,,,,,,,,,
,366112,,,,,,,,,,,,,,,,,,,,,,,,,,
,1634025,,,,,,,,,,,,,,,,,,,,,,,,,,
,259581,,,,,,,,,,,,,,,,,,,,,,,,,,
,1459725,,,,,,,,,,,,,,,,,,,,,,,,,,
,275323,,,,,,,,,,,,,,,,,,,,,,,,,,
,1522186,,,,,,,,,,,,,,,,,,,,,,,,,,
,272365,,,,,,,,,,,,,,,,,,,,,,,,,,
,677830,,,,,,,,,,,,,,,,,,,,,,,,,,
,215221,,,,,,,,,,,,,,,,,,,,,,,,,,
,567101,,,,,,,,,,,,,,,,,,,,,,,,,,
,306440,,,,,,,,,,,,,,,,,,,,,,,,,,
,199769,,,,,,,,,,,,,,,,,,,,,,,,,,
,229169,,,,,,,,,,,,,,,,,,,,,,,,,,
,93406,,,,,,,,,,,,,,,,,,,,,,,,,,
,250444,,,,,,,,,,,,,,,,,,,,,,,,,,
,83752,,,,,,,,,,,,,,,,,,,,,,,,,,
,217544,,,,,,,,,,,,,,,,,,,,,,,,,,
,42622,,,,,,,,,,,,,,,,,,,,,,,,,,
,257845,,,,,,,,,,,,,,,,,,,,,,,,,,
,158406,,,,,,,,,,,,,,,,,,,,,,,,,,
,221949,,,,,,,,,,,,,,,,,,,,,,,,,,
,51154,,,,,,,,,,,,,,,,,,,,,,,,,,
,225930,,,,,,,,,,,,,,,,,,,,,,,,,,
,168281,,,,,,,,,,,,,,,,,,,,,,,,,,
,133644,,,,,,,,,,,,,,,,,,,,,,,,,,
,188169,,,,,,,,,,,,,,,,,,,,,,,,,,
,79347,,,,,,,,,,,,,,,,,,,,,,,,,,
,192254,,,,,,,,,,,,,,,,,,,,,,,,,,
,116112,,,,,,,,,,,,,,,,,,,,,,,,,,
,688682,,,,,,,,,,,,,,,,,,,,,,,,,,
,59301,,,,,,,,,,,,,,,,,,,,,,,,,,
,992028,,,,,,,,,,,,,,,,,,,,,,,,,,
,127023,,,,,,,,,,,,,,,,,,,,,,,,,,
,535672,,,,,,,,,,,,,,,,,,,,,,,,,,
,135175,,,,,,,,,,,,,,,,,,,,,,,,,,
,1191797,,,,,,,,,,,,,,,,,,,,,,,,,,
,967584,,,,,,,,,,,,,,,,,,,,,,,,,,
,1565321,,,,,,,,,,,,,,,,,,,,,,,,,,
,107471,,,,,,,,,,,,,,,,,,,,,,,,,,
,1032690,,,,,,,,,,,,,,,,,,,,,,,,,,
,11218,,,,,,,,,,,,,,,,,,,,,,,,,,
,969645,,,,,,,,,,,,,,,,,,,,,,,,,,
,28465,,,,,,,,,,,,,,,,,,,,,,,,,,
,1340908,,,,,,,,,,,,,,,,,,,,,,,,,,
,32277,,,,,,,,,,,,,,,,,,,,,,,,,,
,1090095,,,,,,,,,,,,,,,,,,,,,,,,,,
,34938,,,,,,,,,,,,,,,,,,,,,,,,,,
,1164971,,,,,,,,,,,,,,,,,,,,,,,,,,
,35706,,,,,,,,,,,,,,,,,,,,,,,,,,
,716762,,,,,,,,,,,,,,,,,,,,,,,,,,
,55162,,,,,,,,,,,,,,,,,,,,,,,,,,
,777483,,,,,,,,,,,,,,,,,,,,,,,,,,
,45453,,,,,,,,,,,,,,,,,,,,,,,,,,
,1589478,,,,,,,,,,,,,,,,,,,,,,,,,,
,58044,,,,,,,,,,,,,,,,,,,,,,,,,,
,988170,,,,,,,,,,,,,,,,,,,,,,,,,,
,52295,,,,,,,,,,,,,,,,,,,,,,,,,,
,839555,,,,,,,,,,,,,,,,,,,,,,,,,,
,61124,,,,,,,,,,,,,,,,,,,,,,,,,,
,867210,,,,,,,,,,,,,,,,,,,,,,,,,,
,64729,,,,,,,,,,,,,,,,,,,,,,,,,,
,836138,,,,,,,,,,,,,,,,,,,,,,,,,,
,72157,,,,,,,,,,,,,,,,,,,,,,,,,,
,1096021,,,,,,,,,,,,,,,,,,,,,,,,,,
,85968,,,,,,,,,,,,,,,,,,,,,,,,,,
,1205210,,,,,,,,,,,,,,,,,,,,,,,,,,
,97438,,,,,,,,,,,,,,,,,,,,,,,,,,
,1636639,,,,,,,,,,,,,,,,,,,,,,,,,,
,92787,,,,,,,,,,,,,,,,,,,,,,,,,,
,1143372,,,,,,,,,,,,,,,,,,,,,,,,,,
,95171,,,,,,,,,,,,,,,,,,,,,,,,,,
,650053,,,,,,,,,,,,,,,,,,,,,,,,,,
,104553,,,,,,,,,,,,,,,,,,,,,,,,,,
,1156047,,,,,,,,,,,,,,,,,,,,,,,,,,
,107463,,,,,,,,,,,,,,,,,,,,,,,,,,
,1145912,,,,,,,,,,,,,,,,,,,,,,,,,,
,104558,,,,,,,,,,,,,,,,,,,,,,,,,,
,1491622,,,,,,,,,,,,,,,,,,,,,,,,,,
,1092699,,,,,,,,,,,,,,,,,,,,,,,,,,
,496337,,,,,,,,,,,,,,,,,,,,,,,,,,
,1092667,,,,,,,,,,,,,,,,,,,,,,,,,,
,1203069,,,,,,,,,,,,,,,,,,,,,,,,,,
,117804,,,,,,,,,,,,,,,,,,,,,,,,,,
,820897,,,,,,,,,,,,,,,,,,,,,,,,,,
,119706,,,,,,,,,,,,,,,,,,,,,,,,,,
,1591521,,,,,,,,,,,,,,,,,,,,,,,,,,
,118075,,,,,,,,,,,,,,,,,,,,,,,,,,
,447339,,,,,,,,,,,,,,,,,,,,,,,,,,
,559016,,,,,,,,,,,,,,,,,,,,,,,,,,
,1105581,,,,,,,,,,,,,,,,,,,,,,,,,,
,121230,,,,,,,,,,,,,,,,,,,,,,,,,,
,1541227,,,,,,,,,,,,,,,,,,,,,,,,,,
,117677,,,,,,,,,,,,,,,,,,,,,,,,,,
,280467,,,,,,,,,,,,,,,,,,,,,,,,,,
,114527,,,,,,,,,,,,,,,,,,,,,,,,,,
,1459146,,,,,,,,,,,,,,,,,,,,,,,,,,
,124463,,,,,,,,,,,,,,,,,,,,,,,,,,
,1253322,,,,,,,,,,,,,,,,,,,,,,,,,,
,113163,,,,,,,,,,,,,,,,,,,,,,,,,,
,1508979,,,,,,,,,,,,,,,,,,,,,,,,,,
,135000,,,,,,,,,,,,,,,,,,,,,,,,,,
,1475488,,,,,,,,,,,,,,,,,,,,,,,,,,
,132949,,,,,,,,,,,,,,,,,,,,,,,,,,
,552162,,,,,,,,,,,,,,,,,,,,,,,,,,
,133532,,,,,,,,,,,,,,,,,,,,,,,,,,
,1348134,,,,,,,,,,,,,,,,,,,,,,,,,,
,134954,,,,,,,,,,,,,,,,,,,,,,,,,,
,1529366,,,,,,,,,,,,,,,,,,,,,,,,,,
,140454,,,,,,,,,,,,,,,,,,,,,,,,,,
,423990,,,,,,,,,,,,,,,,,,,,,,,,,,
,148174,,,,,,,,,,,,,,,,,,,,,,,,,,
,1574996,,,,,,,,,,,,,,,,,,,,,,,,,,
,154367,,,,,,,,,,,,,,,,,,,,,,,,,,
,846058,,,,,,,,,,,,,,,,,,,,,,,,,,
,152227,,,,,,,,,,,,,,,,,,,,,,,,,,
,1625133,,,,,,,,,,,,,,,,,,,,,,,,,,
,158657,,,,,,,,,,,,,,,,,,,,,,,,,,
,866862,,,,,,,,,,,,,,,,,,,,,,,,,,
,163529,,,,,,,,,,,,,,,,,,,,,,,,,,
,1130017,,,,,,,,,,,,,,,,,,,,,,,,,,
,408952,,,,,,,,,,,,,,,,,,,,,,,,,,
,1164589,,,,,,,,,,,,,,,,,,,,,,,,,,
,552358,,,,,,,,,,,,,,,,,,,,,,,,,,
,1117144,,,,,,,,,,,,,,,,,,,,,,,,,,
,847975,,,,,,,,,,,,,,,,,,,,,,,,,,
,1348445,,,,,,,,,,,,,,,,,,,,,,,,,,
,336070,,,,,,,,,,,,,,,,,,,,,,,,,,
,790213,,,,,,,,,,,,,,,,,,,,,,,,,,
,516040,,,,,,,,,,,,,,,,,,,,,,,,,,
,1493442,,,,,,,,,,,,,,,,,,,,,,,,,,
,671691,,,,,,,,,,,,,,,,,,,,,,,,,,
,845792,,,,,,,,,,,,,,,,,,,,,,,,,,
,1259193,,,,,,,,,,,,,,,,,,,,,,,,,,
,966246,,,,,,,,,,,,,,,,,,,,,,,,,,
,649068,,,,,,,,,,,,,,,,,,,,,,,,,,
,1598404,,,,,,,,,,,,,,,,,,,,,,,,,,
,208367,,,,,,,,,,,,,,,,,,,,,,,,,,
,433626,,,,,,,,,,,,,,,,,,,,,,,,,,
,1049025,,,,,,,,,,,,,,,,,,,,,,,,,,
,462225,,,,,,,,,,,,,,,,,,,,,,,,,,
,383710,,,,,,,,,,,,,,,,,,,,,,,,,,
,1603581,,,,,,,,,,,,,,,,,,,,,,,,,,
