time,ID,USD,generation,color,is_fancy,is_exclusive,fancy_type,is_prestige,prestige_type,prestige_ranking,fancy_ranking,prestige_time_limit,enhanced_cattributes_eyes,enhanced_cattributes_pattern,enhanced_cattributes_body,enhanced_cattributes_mouth,enhanced_cattributes_colorprimary,enhanced_cattributes_colorsecondary,enhanced_cattributes_colortertiary,enhanced_cattributes_coloreyes,status_cooldown_index,status_is_ready,status_is_gestating,purrs_count,purrs_is_purred,watchlist_count,watchlist_is_watchlisted
,95195,0.09,11,topaz,False,False,,False,,,,,laperm,topaz,crazy,spock,pouty,cloudwhite,royalpurple,emeraldgreen,5,True,False,0,False,0,False
,74172,0.09,8,mintgreen,False,False,,False,,,,,sphynx,mintgreen,crazy,spock,pouty,orangesoda,lemonade,bloodred,5,True,False,0,False,0,False
,91901,0.09,7,strawberry,False,False,,False,,,,,sphynx,strawberry,crazy,spock,saycheese,mauveover,lemonade,bloodred,6,True,False,0,False,0,False
,66250,0.09,8,topaz,False,False,,False,,,,,ragamuffin,topaz,crazy,totesbasic,soserious,salmon,swampgreen,kittencream,9,True,False,0,False,0,False
,103380,0.09,16,limegreen,False,False,,False,,,,,sphynx,limegreen,thicccbrowz,tigerpunk,saycheese,orangesoda,barkbrown,granitegrey,9,True,False,0,False,0,False
,46897,0.09,18,strawberry,False,False,,False,,,,,himalayan,strawberry,thicccbrowz,luckystripe,soserious,salmon,lemonade,granitegrey,11,True,False,0,False,0,False
,102171,0.09,20,sizzurp,False,False,,False,,,,,himalayan,sizzurp,thicccbrowz,totesbasic,happygokitty,shadowgrey,coffee,granitegrey,10,True,False,0,False,0,False
,86093,0.09,5,mintgreen,False,False,,False,,,,,munchkin,mintgreen,otaku,luckystripe,saycheese,orangesoda,chocolate,bloodred,7,True,False,0,False,0,False
,71146,0.09,8,mintgreen,False,False,,False,,,,,himalayan,mintgreen,crazy,luckystripe,soserious,aquamarine,coffee,bloodred,5,True,False,0,False,0,False
,62360,0.09,4,mintgreen,False,False,,False,,,,,sphynx,mintgreen,thicccbrowz,totesbasic,pouty,salmon,lemonade,kittencream,2,True,False,1,False,0,False
